period,temperature_2m_max,temperature_2m_min,temperature_2m_mean,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max
1991-01-08,-1.4,-6.5,-3.8,16237.63,0.1,0.0,0.07,20.0
1991-01-09,1.5,-1.2,-0.1,0.0,7.9,4.7,2.24,17.8
1991-01-10,4.2,-1.4,0.5,29064.89,0.0,0.0,0.0,17.8
1991-01-11,0.6,-4.1,-2.6,0.0,10.7,0.3,7.42,26.5
1991-01-12,5.2,-0.1,2.3,201.99,13.6,12.1,1.05,27.5
1991-01-13,0.7,-7.2,-2.2,30169.85,0.0,0.0,0.0,17.9
1991-01-14,2.4,-7.4,-3.0,30075.54,0.1,0.0,0.07,13.5
1991-01-15,7.1,-4.3,0.3,30165.0,0.0,0.0,0.0,9.7
1991-01-16,9.5,0.1,5.5,1719.57,11.3,11.3,0.0,17.2
1991-01-17,7.9,1.0,5.2,30339.03,0.5,0.5,0.0,23.0
1991-01-18,4.0,-1.4,1.1,30371.57,0.0,0.0,0.0,25.3
1991-01-19,7.5,-2.4,2.3,30926.15,0.0,0.0,0.0,20.1
1991-01-20,9.7,0.6,4.3,30523.43,0.0,0.0,0.0,13.7
1991-01-21,1.5,-7.1,-1.5,5488.77,6.4,0.9,3.85,23.0
1991-01-22,-6.4,-11.9,-9.2,31440.49,0.0,0.0,0.0,20.3
1991-01-23,1.3,-9.8,-4.5,31538.71,0.0,0.0,0.0,23.3
1991-01-24,4.2,-2.7,-0.2,31412.9,0.0,0.0,0.0,25.9
1991-01-25,-3.3,-8.7,-6.3,31970.19,0.0,0.0,0.0,16.0
1991-01-26,-0.7,-10.0,-5.3,28183.33,0.6,0.0,0.42,13.8
1991-01-27,3.0,-4.8,-1.4,32226.16,0.5,0.0,0.35,15.9
1991-01-28,7.5,-2.8,3.5,23937.09,1.6,1.6,0.0,19.3
1991-01-29,6.8,-4.5,0.4,32494.36,0.0,0.0,0.0,10.1
1991-01-30,11.0,0.9,6.3,4364.74,3.4,3.4,0.0,11.3
1991-01-31,6.8,-4.1,1.3,31623.89,1.7,1.7,0.0,31.6
1991-02-01,0.9,-5.4,-2.9,32916.01,0.0,0.0,0.0,20.8
1991-02-02,8.4,-4.2,1.6,33060.91,0.0,0.0,0.0,17.8
1991-02-03,13.0,-0.2,5.0,33207.65,0.0,0.0,0.0,15.9
1991-02-04,15.3,0.1,6.3,33356.04,0.0,0.0,0.0,12.1
1991-02-05,17.2,0.7,8.0,33505.92,0.0,0.0,0.0,11.7
1991-02-06,9.3,4.6,6.7,0.0,6.3,6.3,0.0,14.3
1991-02-07,8.6,4.2,5.8,0.0,7.1,7.1,0.0,15.1
1991-02-08,10.1,1.3,5.4,33595.98,0.0,0.0,0.0,14.4
1991-02-09,11.0,-0.8,4.1,34116.55,0.0,0.0,0.0,11.7
1991-02-10,8.4,-1.6,2.9,34271.16,0.0,0.0,0.0,13.1
1991-02-11,2.9,-3.6,-0.1,33022.26,0.0,0.0,0.0,21.6
1991-02-12,-1.7,-8.0,-4.8,34581.58,0.0,0.0,0.0,23.7
1991-02-13,4.5,-3.7,0.5,16743.32,2.2,0.3,1.33,12.6
1991-02-14,8.8,0.3,5.6,0.0,12.6,11.8,0.56,20.9
1991-02-15,2.8,-4.1,0.3,32400.0,0.3,0.1,0.35,24.4
1991-02-16,-4.1,-10.9,-7.4,35003.23,0.0,0.0,0.0,30.6
1991-02-17,3.7,-5.8,-1.4,23763.46,0.6,0.0,0.49,19.2
1991-02-18,3.0,-3.2,0.3,558.22,3.8,3.6,0.21,12.8
1991-02-19,10.7,2.0,6.4,0.0,7.0,7.0,0.0,12.1
1991-02-20,12.9,2.1,10.3,14493.3,3.0,3.0,0.0,20.2
1991-02-21,11.8,-2.8,4.2,35557.11,0.0,0.0,0.0,16.1
1991-02-22,16.2,2.7,7.8,35492.49,0.0,0.0,0.0,25.9
1991-02-23,1.9,-5.2,-1.4,36025.91,0.0,0.0,0.0,21.3
1991-02-24,5.9,-6.0,-0.3,23293.21,0.0,0.0,0.0,15.5
1991-02-25,8.3,-1.3,3.2,21227.44,1.0,0.9,0.07,11.0
1991-02-26,1.5,-0.9,0.3,379.93,11.6,0.2,7.98,15.6
1991-02-27,0.3,-6.7,-2.0,36478.23,2.1,0.1,1.47,20.3
1991-02-28,4.9,-8.0,-1.0,34369.16,0.0,0.0,0.0,13.7
1991-03-01,13.9,-1.2,5.3,36000.0,0.0,0.0,0.0,14.1
1991-03-02,18.0,6.4,12.5,11954.41,10.4,10.4,0.0,28.5
1991-03-03,17.3,8.9,12.4,16387.5,12.5,12.5,0.0,25.4
1991-03-04,15.8,5.6,11.6,25446.32,31.6,31.6,0.0,23.4
1991-03-05,11.2,2.7,6.2,37522.8,0.0,0.0,0.0,19.7
1991-03-06,12.9,0.5,7.2,35676.02,1.5,1.5,0.0,22.7
1991-03-07,9.8,2.1,8.0,36469.4,6.8,6.8,0.0,26.9
1991-03-08,5.1,-1.7,1.2,38068.98,0.0,0.0,0.0,23.5
1991-03-09,5.5,-3.0,0.4,38391.54,0.0,0.0,0.0,20.3
1991-03-10,6.3,-3.9,0.7,38495.73,0.0,0.0,0.0,25.6
1991-03-11,4.1,-3.5,-0.4,38774.28,0.0,0.0,0.0,26.9
1991-03-12,7.5,-3.5,1.0,38975.67,0.0,0.0,0.0,21.7
1991-03-13,6.1,-4.0,0.9,27722.33,1.0,0.9,0.07,11.7
1991-03-14,2.5,0.9,1.7,2894.34,9.2,8.0,0.84,24.3
1991-03-15,4.3,-1.9,1.3,2213.08,8.0,1.9,4.27,17.1
1991-03-16,10.8,-3.9,3.0,39824.71,0.0,0.0,0.0,17.9
1991-03-17,12.5,-1.8,5.3,39813.04,0.0,0.0,0.0,13.6
1991-03-18,8.7,3.6,6.3,0.0,14.5,14.5,0.0,17.4
1991-03-19,11.7,5.4,7.9,34647.09,0.0,0.0,0.0,28.6
1991-03-20,11.3,3.6,6.9,40488.98,0.0,0.0,0.0,24.5
1991-03-21,9.4,1.6,5.7,39115.48,0.0,0.0,0.0,15.8
1991-03-22,10.9,1.6,5.4,23805.15,5.0,5.0,0.0,17.0
1991-03-23,6.1,2.8,3.9,0.0,20.5,20.5,0.0,23.2
1991-03-24,12.6,3.4,7.0,15795.35,1.9,1.9,0.0,17.7
1991-03-25,9.5,3.0,6.4,14700.02,0.0,0.0,0.0,15.9
1991-03-26,11.6,0.5,6.1,41465.68,0.0,0.0,0.0,13.2
1991-03-27,14.7,5.5,9.4,21485.95,0.9,0.9,0.0,15.5
1991-03-28,21.5,11.4,16.6,41784.53,0.0,0.0,0.0,30.2
1991-03-29,13.3,6.6,9.9,82.51,4.8,4.8,0.0,12.1
1991-03-30,8.9,1.6,4.9,21115.79,10.8,10.8,0.0,22.4
1991-03-31,7.5,-2.4,3.1,42263.97,0.0,0.0,0.0,14.0
1991-04-01,8.7,1.6,5.0,21477.6,3.6,3.6,0.0,14.8
1991-04-02,10.3,0.2,5.3,42583.4,0.0,0.0,0.0,17.4
1991-04-03,11.6,-0.4,5.9,42742.76,0.0,0.0,0.0,12.7
1991-04-04,16.2,1.2,8.4,42901.75,0.0,0.0,0.0,14.1
1991-04-05,18.2,5.3,11.1,37056.12,1.4,1.4,0.0,19.7
1991-04-06,22.5,8.5,15.3,43146.63,0.0,0.0,0.0,13.3
1991-04-07,26.6,11.6,18.5,43200.0,0.0,0.0,0.0,19.0
1991-04-08,27.9,12.6,20.0,41931.15,0.0,0.0,0.0,14.0
1991-04-09,26.3,16.9,20.7,43200.0,0.0,0.0,0.0,16.4
1991-04-10,21.7,11.5,17.7,43200.0,2.7,2.7,0.0,28.1
1991-04-11,13.8,5.3,9.3,43290.61,0.0,0.0,0.0,28.1
1991-04-12,12.1,3.1,7.1,43353.03,0.0,0.0,0.0,19.1
1991-04-13,9.9,3.5,6.2,10494.67,8.2,8.2,0.0,19.5
1991-04-14,11.0,4.1,6.9,40179.51,3.3,3.3,0.0,19.1
1991-04-15,12.4,6.5,8.7,0.0,7.8,7.8,0.0,14.5
1991-04-16,21.4,8.5,14.9,43407.33,0.0,0.0,0.0,27.1
1991-04-17,14.5,8.9,11.7,21974.07,9.1,9.1,0.0,12.8
1991-04-18,10.0,6.6,8.3,757.5,0.0,0.0,0.0,17.5
1991-04-19,10.9,2.9,7.2,42076.39,0.0,0.0,0.0,14.2
1991-04-20,9.5,4.2,6.8,0.0,0.0,0.0,0.0,16.3
1991-04-21,7.3,5.5,6.6,0.0,36.0,36.0,0.0,29.8
1991-04-22,12.2,4.6,8.1,19689.98,2.2,2.2,0.0,24.6
1991-04-23,17.7,6.8,11.9,44658.52,0.0,0.0,0.0,17.3
1991-04-24,15.9,6.3,10.7,32987.0,5.5,5.5,0.0,16.7
1991-04-25,20.4,7.0,13.4,44226.04,0.2,0.2,0.0,15.5
1991-04-26,21.1,6.7,13.9,44268.09,0.0,0.0,0.0,16.2
1991-04-27,23.3,10.8,16.4,44628.71,1.6,1.6,0.0,12.1
1991-04-28,15.8,9.2,12.8,45566.61,0.0,0.0,0.0,19.2
1991-04-29,13.4,9.2,11.2,12559.5,0.4,0.4,0.0,13.1
1991-04-30,18.5,10.9,13.8,1180.0,4.3,4.3,0.0,9.5
1991-05-01,18.9,11.2,14.4,46541.21,0.0,0.0,0.0,17.6
1991-05-02,17.5,10.6,13.8,45965.57,0.3,0.3,0.0,22.6
1991-05-03,14.8,7.2,10.9,40374.05,0.2,0.2,0.0,29.4
1991-05-04,19.2,7.4,13.0,47162.71,0.0,0.0,0.0,18.7
1991-05-05,19.0,7.9,13.2,47135.35,0.0,0.0,0.0,13.0
1991-05-06,17.5,10.8,14.7,0.0,27.3,27.3,0.0,18.2
1991-05-07,18.0,11.5,14.8,46932.38,0.0,0.0,0.0,19.8
1991-05-08,20.0,8.1,14.3,47643.15,0.0,0.0,0.0,16.6
1991-05-09,17.0,9.5,13.1,22380.82,0.0,0.0,0.0,12.3
1991-05-10,18.8,10.9,14.3,31723.75,11.2,11.2,0.0,16.8
1991-05-11,23.2,9.0,16.3,48091.39,0.0,0.0,0.0,16.1
1991-05-12,28.8,13.5,20.8,48206.17,0.0,0.0,0.0,19.6
1991-05-13,27.6,14.4,21.4,48319.29,0.0,0.0,0.0,14.2
1991-05-14,28.8,18.4,22.3,46293.24,11.2,11.2,0.0,13.0
1991-05-15,24.8,15.8,19.8,42513.58,0.0,0.0,0.0,12.5
1991-05-16,27.6,14.1,20.7,48647.48,0.0,0.0,0.0,14.2
1991-05-17,27.6,15.4,21.4,46408.91,7.7,7.7,0.0,19.4
1991-05-18,20.7,11.1,15.6,18097.73,0.0,0.0,0.0,21.6
1991-05-19,15.9,9.5,12.5,43555.77,0.0,0.0,0.0,13.6
1991-05-20,19.8,7.4,13.6,49054.7,0.0,0.0,0.0,14.8
1991-05-21,25.3,8.5,17.2,49150.28,0.0,0.0,0.0,16.6
1991-05-22,29.1,15.9,22.2,46402.75,0.0,0.0,0.0,14.8
1991-05-23,23.6,14.9,19.3,49333.12,0.0,0.0,0.0,16.2
1991-05-24,28.4,14.0,21.2,42177.39,0.0,0.0,0.0,15.5
1991-05-25,31.4,19.6,25.2,49504.04,0.5,0.5,0.0,13.6
1991-05-26,25.3,17.1,21.5,44785.66,0.0,0.0,0.0,18.0
1991-05-27,30.6,17.0,23.7,44552.14,1.4,1.4,0.0,12.0
1991-05-28,30.9,21.6,25.7,46259.68,7.2,7.2,0.0,17.7
1991-05-29,30.0,18.6,24.2,48667.85,0.0,0.0,0.0,14.6
1991-05-30,29.5,19.4,24.2,39600.0,9.8,9.8,0.0,9.8
1991-05-31,30.6,21.8,25.4,48678.38,7.1,7.1,0.0,12.7
1991-06-01,28.3,20.9,24.2,49854.64,0.0,0.0,0.0,15.3
1991-06-02,25.8,16.7,21.7,45019.95,0.0,0.0,0.0,9.0
1991-06-03,26.6,18.3,22.0,49936.2,1.4,1.4,0.0,12.7
1991-06-04,20.6,14.5,17.6,46375.39,20.6,20.6,0.0,19.7
1991-06-05,19.0,12.4,15.5,48519.16,1.9,1.9,0.0,19.0
1991-06-06,20.0,11.7,16.2,45696.77,2.6,2.6,0.0,10.9
1991-06-07,24.5,12.5,19.0,50085.55,0.0,0.0,0.0,10.8
1991-06-08,27.3,13.9,21.3,50119.52,0.0,0.0,0.0,13.5
1991-06-09,25.9,17.0,21.0,50151.95,0.0,0.0,0.0,16.2
1991-06-10,31.0,15.1,23.3,50182.77,0.0,0.0,0.0,16.3
1991-06-11,30.0,19.5,24.8,45984.54,1.1,1.1,0.0,17.2
1991-06-12,26.7,18.9,22.0,46861.22,12.8,12.8,0.0,17.5
1991-06-13,22.9,13.2,18.0,50264.65,0.0,0.0,0.0,22.8
1991-06-14,26.1,13.2,19.5,50288.13,0.0,0.0,0.0,14.7
1991-06-15,31.6,16.2,23.7,50310.04,0.0,0.0,0.0,14.5
1991-06-16,33.2,21.1,26.6,48339.05,1.0,1.0,0.0,15.5
1991-06-17,29.0,19.5,24.4,50350.19,0.1,0.1,0.0,15.7
1991-06-18,21.8,16.3,18.7,15033.0,6.0,6.0,0.0,17.7
1991-06-19,20.2,15.9,17.9,1182.95,2.1,2.1,0.0,12.7
1991-06-20,31.0,17.7,24.2,50400.0,0.0,0.0,0.0,8.7
1991-06-21,31.4,17.8,25.0,50400.0,0.0,0.0,0.0,11.5
1991-06-22,24.6,19.2,21.8,48026.69,0.5,0.5,0.0,15.1
1991-06-23,21.5,16.3,18.6,15880.62,2.4,2.4,0.0,20.9
1991-06-24,24.8,13.6,19.8,50222.62,0.0,0.0,0.0,11.1
1991-06-25,27.2,14.2,21.2,44963.25,0.0,0.0,0.0,15.5
1991-06-26,28.1,16.7,22.5,43200.0,0.0,0.0,0.0,16.2
1991-06-27,31.1,17.2,24.3,50400.0,0.0,0.0,0.0,14.8
1991-06-28,34.1,19.9,27.3,50400.0,0.0,0.0,0.0,14.4
1991-06-29,33.8,23.0,28.7,50400.0,0.0,0.0,0.0,14.8
1991-06-30,30.4,20.9,25.3,49898.5,5.7,5.7,0.0,17.6
1991-07-01,27.6,17.4,22.6,50400.0,0.0,0.0,0.0,14.6
1991-07-02,26.3,16.8,21.6,34130.56,6.3,6.3,0.0,11.0
1991-07-03,23.4,19.2,21.0,19829.83,2.1,2.1,0.0,15.5
1991-07-04,24.5,18.4,21.1,48325.41,0.0,0.0,0.0,15.2
1991-07-05,22.5,18.8,20.3,6861.19,1.6,1.6,0.0,13.9
1991-07-06,27.5,19.3,23.2,43393.16,0.0,0.0,0.0,11.3
1991-07-07,32.3,21.1,25.4,47331.09,7.7,7.7,0.0,14.0
1991-07-08,32.0,22.3,26.5,49568.48,1.9,1.9,0.0,24.1
1991-07-09,28.3,20.2,23.9,50171.52,0.0,0.0,0.0,13.7
1991-07-10,28.4,17.2,22.8,43123.48,0.0,0.0,0.0,12.1
1991-07-11,28.7,18.5,23.7,50049.25,0.0,0.0,0.0,15.8
1991-07-12,27.8,16.7,22.7,49983.57,0.0,0.0,0.0,18.0
1991-07-13,26.0,21.1,22.7,12316.09,29.0,29.0,0.0,19.2
1991-07-14,27.0,20.3,23.1,42681.07,0.0,0.0,0.0,14.3
1991-07-15,28.9,17.9,23.4,49769.59,0.0,0.0,0.0,12.0
1991-07-16,30.2,17.9,24.4,49692.93,0.0,0.0,0.0,17.3
1991-07-17,32.9,19.9,26.4,49613.76,0.0,0.0,0.0,16.0
1991-07-18,33.9,21.8,28.2,49532.18,0.0,0.0,0.0,15.9
1991-07-19,33.6,23.5,28.7,48276.09,0.2,0.2,0.0,14.9
1991-07-20,35.4,23.7,29.7,49362.18,0.0,0.0,0.0,11.8
1991-07-21,36.2,25.2,30.7,48813.5,0.0,0.0,0.0,16.2
1991-07-22,30.1,24.1,26.7,44868.03,3.2,3.2,0.0,11.8
1991-07-23,36.5,23.9,28.1,37657.66,11.0,11.0,0.0,16.2
1991-07-24,30.2,21.9,25.7,48714.46,0.0,0.0,0.0,15.1
1991-07-25,27.1,21.3,23.9,29185.97,23.2,23.2,0.0,16.5
1991-07-26,26.0,22.3,23.7,5351.16,27.7,27.7,0.0,11.3
1991-07-27,24.5,19.2,21.4,11245.36,4.7,4.7,0.0,14.4
1991-07-28,26.1,17.7,21.8,48596.59,0.0,0.0,0.0,14.8
1991-07-29,22.6,18.0,20.6,1352.65,3.5,3.5,0.0,14.1
1991-07-30,23.4,17.3,20.2,28707.34,0.0,0.0,0.0,9.8
1991-07-31,26.2,18.8,22.4,44506.81,0.2,0.2,0.0,10.9
1991-08-01,30.2,18.2,24.6,48156.43,0.0,0.0,0.0,16.0
1991-08-02,32.2,20.7,26.3,48041.16,0.0,0.0,0.0,17.8
1991-08-03,28.3,21.4,24.6,39864.78,6.0,6.0,0.0,15.1
1991-08-04,29.2,21.7,24.8,37460.26,0.0,0.0,0.0,13.1
1991-08-05,27.2,19.1,22.9,47684.71,0.0,0.0,0.0,16.1
1991-08-06,27.2,16.2,21.6,47562.75,0.0,0.0,0.0,13.3
1991-08-07,26.9,16.8,22.1,47354.36,0.0,0.0,0.0,12.0
1991-08-08,27.9,17.9,23.3,45044.97,0.0,0.0,0.0,12.5
1991-08-09,22.0,20.7,21.4,0.0,63.0,63.0,0.0,26.4
1991-08-10,26.9,20.1,23.0,45420.73,2.2,2.2,0.0,16.6
1991-08-11,24.8,18.1,21.5,46305.61,0.0,0.0,0.0,20.0
1991-08-12,26.4,17.9,22.1,43946.12,0.0,0.0,0.0,12.2
1991-08-13,28.7,18.6,23.7,45235.13,0.0,0.0,0.0,7.6
1991-08-14,30.0,19.3,24.6,43200.0,0.3,0.3,0.0,12.1
1991-08-15,26.0,21.1,23.0,18666.99,7.6,7.6,0.0,15.1
1991-08-16,29.7,19.3,24.5,44705.68,0.0,0.0,0.0,13.6
1991-08-17,29.3,20.8,25.0,44137.68,0.0,0.0,0.0,17.4
1991-08-18,29.9,21.7,25.4,42105.97,0.2,0.2,0.0,16.7
1991-08-19,23.9,20.6,22.1,11056.73,55.4,55.4,0.0,32.1
1991-08-20,22.8,20.0,21.2,5845.7,22.8,22.8,0.0,17.8
1991-08-21,25.9,20.6,22.5,29401.59,11.1,11.1,0.0,12.6
1991-08-22,26.6,17.7,22.2,43712.53,0.0,0.0,0.0,13.8
1991-08-23,29.0,18.4,23.4,43456.99,0.0,0.0,0.0,13.6
1991-08-24,25.2,20.0,22.2,41405.78,1.1,1.1,0.0,14.3
1991-08-25,22.8,17.7,19.9,43368.32,0.0,0.0,0.0,16.7
1991-08-26,24.9,15.7,20.3,43205.25,0.0,0.0,0.0,11.7
1991-08-27,28.9,18.4,23.4,43212.02,0.0,0.0,0.0,13.8
1991-08-28,30.8,21.1,25.5,43200.0,0.0,0.0,0.0,12.7
1991-08-29,31.4,21.1,25.8,43223.6,0.0,0.0,0.0,11.2
1991-08-30,31.8,21.1,26.1,43200.0,0.0,0.0,0.0,13.1
1991-08-31,31.0,21.8,26.6,43200.0,0.0,0.0,0.0,20.6
1991-09-01,20.8,15.4,18.1,43235.54,0.0,0.0,0.0,20.3
1991-09-02,20.7,13.1,17.1,43200.0,0.0,0.0,0.0,12.6
1991-09-03,24.3,12.8,18.9,43154.11,0.0,0.0,0.0,15.1
1991-09-04,27.9,17.4,22.0,29566.11,0.7,0.7,0.0,19.1
1991-09-05,24.0,17.8,20.9,18088.58,16.8,16.8,0.0,15.3
1991-09-06,24.6,15.9,19.9,42866.83,0.0,0.0,0.0,11.3
1991-09-07,25.7,15.5,20.6,42769.02,0.0,0.0,0.0,8.3
1991-09-08,27.3,16.8,22.0,42670.38,0.0,0.0,0.0,9.8
1991-09-09,27.2,16.9,21.8,41496.36,0.0,0.0,0.0,12.7
1991-09-10,28.7,19.8,23.8,42470.97,0.0,0.0,0.0,20.5
1991-09-11,24.8,18.1,22.3,42024.36,0.0,0.0,0.0,17.9
1991-09-12,22.8,15.1,18.3,41958.37,0.0,0.0,0.0,13.4
1991-09-13,23.3,14.4,19.2,42115.68,0.0,0.0,0.0,13.8
1991-09-14,22.9,17.4,19.8,26879.71,3.4,3.4,0.0,9.0
1991-09-15,24.5,16.4,20.9,8175.95,0.1,0.1,0.0,15.3
1991-09-16,32.2,20.9,25.9,41326.75,0.0,0.0,0.0,14.8
1991-09-17,32.4,23.7,27.2,39875.37,0.8,0.8,0.0,14.8
1991-09-18,27.3,20.5,23.9,32056.66,0.0,0.0,0.0,15.1
1991-09-19,26.8,15.1,21.0,21214.85,8.6,8.6,0.0,26.7
1991-09-20,17.5,12.5,14.6,38441.8,7.4,7.4,0.0,18.0
1991-09-21,16.7,9.5,13.2,40837.99,0.0,0.0,0.0,13.6
1991-09-22,18.3,10.9,15.1,40300.47,0.0,0.0,0.0,13.1
1991-09-23,20.4,12.3,16.7,14528.64,1.2,1.2,0.0,15.6
1991-09-24,20.9,15.3,17.8,36217.64,1.9,1.9,0.0,13.8
1991-09-25,21.0,16.9,19.0,3849.11,29.8,29.8,0.0,19.1
1991-09-26,20.6,13.8,16.4,25551.36,26.3,26.3,0.0,18.5
1991-09-27,16.1,9.7,13.1,35532.54,0.0,0.0,0.0,17.7
1991-09-28,16.2,7.9,11.9,38910.22,0.0,0.0,0.0,17.6
1991-09-29,21.4,8.3,15.1,38595.55,0.0,0.0,0.0,18.0
1991-09-30,14.1,6.9,10.8,38626.57,0.0,0.0,0.0,17.8
1991-10-01,23.2,10.3,16.5,38471.33,0.0,0.0,0.0,17.4
1991-10-02,24.9,15.6,19.4,38408.7,0.0,0.0,0.0,16.2
1991-10-03,23.1,16.3,18.7,16675.43,0.0,0.0,0.0,8.7
1991-10-04,24.0,14.9,18.9,38282.36,0.0,0.0,0.0,9.9
1991-10-05,21.4,16.5,19.0,17267.37,8.5,8.5,0.0,20.2
1991-10-06,19.4,13.1,16.9,1069.79,16.2,16.2,0.0,20.8
1991-10-07,13.9,7.7,10.9,32354.75,0.0,0.0,0.0,20.5
1991-10-08,15.8,6.2,10.8,38025.29,0.0,0.0,0.0,14.5
1991-10-09,18.4,7.5,12.9,37904.16,0.0,0.0,0.0,16.2
1991-10-10,20.3,9.7,15.1,36440.33,0.0,0.0,0.0,19.6
1991-10-11,18.7,11.1,14.6,29160.76,12.3,12.3,0.0,14.8
1991-10-12,14.7,7.4,11.1,36353.85,0.0,0.0,0.0,15.7
1991-10-13,14.5,6.6,10.5,37000.35,0.0,0.0,0.0,12.8
1991-10-14,13.4,4.8,9.1,37001.93,0.0,0.0,0.0,12.3
1991-10-15,17.4,9.5,14.4,14598.64,13.4,13.4,0.0,24.8
1991-10-16,17.2,10.0,13.4,22574.79,1.6,1.6,0.0,21.0
1991-10-17,11.8,9.5,10.6,1612.0,13.5,13.5,0.0,27.5
1991-10-18,20.5,10.4,14.3,35092.63,0.5,0.5,0.0,19.2
1991-10-19,22.4,9.6,14.3,33785.64,0.0,0.0,0.0,25.2
1991-10-20,11.0,5.1,8.0,35561.84,0.0,0.0,0.0,16.7
1991-10-21,13.0,5.4,9.6,34815.54,0.0,0.0,0.0,16.2
1991-10-22,19.0,5.7,11.6,35078.2,0.0,0.0,0.0,9.4
1991-10-23,19.4,8.0,12.8,34896.05,0.0,0.0,0.0,8.4
1991-10-24,19.6,10.9,14.6,31122.77,0.0,0.0,0.0,9.4
1991-10-25,20.3,12.6,15.8,22328.09,0.0,0.0,0.0,6.9
1991-10-26,19.8,11.7,14.7,17438.82,0.0,0.0,0.0,8.9
1991-10-27,20.2,13.6,16.1,12208.41,0.0,0.0,0.0,11.3
1991-10-28,15.3,8.7,12.8,34201.44,0.0,0.0,0.0,27.5
1991-10-29,11.1,4.2,7.3,34215.2,0.0,0.0,0.0,18.1
1991-10-30,15.1,5.2,9.5,33905.03,0.0,0.0,0.0,26.8
1991-10-31,13.8,9.5,11.5,18000.0,0.0,0.0,0.0,27.6
1991-11-01,14.6,11.6,12.8,0.0,0.4,0.4,0.0,19.8
1991-11-02,18.3,10.7,14.2,7720.0,0.1,0.1,0.0,13.8
1991-11-03,13.6,7.6,10.2,32400.0,0.0,0.0,0.0,12.5
1991-11-04,7.7,4.6,5.9,11235.36,0.0,0.0,0.0,11.7
1991-11-05,6.9,1.9,4.2,33068.55,0.0,0.0,0.0,13.9
1991-11-06,9.1,2.5,5.7,32547.85,0.0,0.0,0.0,9.2
1991-11-07,10.2,0.7,4.9,15969.25,0.0,0.0,0.0,8.4
1991-11-08,7.8,2.4,4.6,16264.99,0.0,0.0,0.0,17.7
1991-11-09,6.6,1.3,4.0,29747.3,0.0,0.0,0.0,18.1
1991-11-10,5.2,3.1,4.1,0.0,10.8,10.8,0.0,21.8
1991-11-11,5.2,4.5,4.9,0.0,27.5,27.5,0.0,20.5
1991-11-12,8.8,1.6,4.8,30311.79,0.5,0.5,0.0,16.8
1991-11-13,8.5,2.5,5.1,27248.5,0.6,0.6,0.0,17.4
1991-11-14,13.0,2.9,6.8,31847.52,0.0,0.0,0.0,12.7
1991-11-15,12.2,2.5,7.5,3600.0,0.0,0.0,0.0,12.8
1991-11-16,13.1,4.4,9.6,22973.25,0.4,0.4,0.0,25.4
1991-11-17,6.8,0.0,3.0,31561.68,0.0,0.0,0.0,17.7
1991-11-18,9.7,-2.0,3.4,31442.26,0.0,0.0,0.0,10.2
1991-11-19,15.9,3.6,8.6,31368.06,0.0,0.0,0.0,11.8
1991-11-20,20.0,7.0,12.8,31294.72,0.0,0.0,0.0,16.9
1991-11-21,17.6,14.1,15.5,2411.61,3.5,3.5,0.0,15.7
1991-11-22,15.5,13.2,14.5,0.0,24.4,24.4,0.0,17.1
1991-11-23,15.5,11.4,13.3,11297.22,0.6,0.6,0.0,14.8
1991-11-24,15.8,5.6,11.6,16921.24,1.8,1.8,0.0,22.0
1991-11-25,5.7,1.0,3.1,30139.88,0.0,0.0,0.0,24.2
1991-11-26,4.7,-1.0,1.4,28182.01,0.0,0.0,0.0,18.6
1991-11-27,4.1,-3.4,0.6,30096.86,0.0,0.0,0.0,12.8
1991-11-28,7.7,0.7,3.5,19248.81,0.0,0.0,0.0,12.9
1991-11-29,16.0,5.1,9.5,27799.59,0.0,0.0,0.0,12.8
1991-11-30,17.8,6.0,11.6,19983.23,0.8,0.8,0.0,20.5
1991-12-01,14.4,10.0,12.7,0.0,8.3,8.3,0.0,16.5
1991-12-02,10.2,4.9,8.7,0.0,6.1,6.1,0.0,16.4
1991-12-03,11.6,5.1,8.7,0.0,40.1,40.1,0.0,27.0
1991-12-04,8.2,-1.0,3.8,29819.05,1.6,1.6,0.0,30.4
1991-12-05,0.1,-3.8,-2.0,30015.93,0.0,0.0,0.0,22.9
1991-12-06,6.2,-1.9,1.7,26304.03,2.5,0.0,1.82,18.4
1991-12-07,9.4,-2.2,3.2,21021.33,0.0,0.0,0.0,17.5
1991-12-08,12.9,2.7,7.1,26338.66,0.0,0.0,0.0,12.7
1991-12-09,16.8,6.7,11.1,24093.98,11.0,11.0,0.0,14.0
1991-12-10,7.9,1.1,4.6,28743.16,9.9,9.9,0.0,15.9
1991-12-11,10.4,0.4,4.7,29228.37,0.0,0.0,0.0,14.8
1991-12-12,10.4,2.5,6.4,18893.79,0.1,0.1,0.0,10.5
1991-12-13,14.2,8.3,10.7,6893.71,3.3,3.3,0.0,16.1
1991-12-14,14.1,4.8,11.6,0.0,2.8,2.8,0.0,33.7
1991-12-15,3.3,-0.1,1.5,29125.4,0.0,0.0,0.0,32.3
1991-12-16,0.3,-4.0,-1.6,28968.17,0.1,0.0,0.07,25.8
1991-12-17,3.6,-5.8,-1.4,9612.61,0.0,0.0,0.14,19.3
1991-12-18,2.0,-6.5,-1.3,28995.85,0.0,0.0,0.0,24.3
1991-12-19,-2.3,-9.9,-6.3,29013.17,0.0,0.0,0.0,24.1
